Book-Title,Book-Author,ISBN,Year-Of-Publication,Image-URL-S,num_ratings,avg_rating
The Scar,CHINA MIEVILLE,0345444388,2002,http://images.amazon.com/images/P/0345444388.01.THUMBZZZ.jpg,13.0,3.230769230769231
This Side Of Paradise,F. Scott Fitzgerald,0684843781,1998,http://images.amazon.com/images/P/0684843781.01.THUMBZZZ.jpg,8.0,1.625
Die BrÃ?Â¼cken der Freiheit.,Ken Follett,340412815X,1998,http://images.amazon.com/images/P/340412815X.01.THUMBZZZ.jpg,15.0,3.8
The Hiding Place: A Novel,Trezza Azzopardi,0802138594,2002,http://images.amazon.com/images/P/0802138594.01.THUMBZZZ.jpg,18.0,3.2222222222222223
Le livre du voyage,Bernard Werber,2226094458,1997,http://images.amazon.com/images/P/2226094458.01.THUMBZZZ.jpg,10.0,2.0
Un aller simple: Roman,Didier van Cauwelaert,2226070109,1994,http://images.amazon.com/images/P/2226070109.01.THUMBZZZ.jpg,12.0,3.8333333333333335
Les Combustibles,AmÃ?Â©lie Nothomb,2253139467,2002,http://images.amazon.com/images/P/2253139467.01.THUMBZZZ.jpg,15.0,3.3333333333333335
The Good Times,Russell Baker,0688061702,1989,http://images.amazon.com/images/P/0688061702.01.THUMBZZZ.jpg,8.0,1.75
Artificios,Jorge Luis Borges,8420646067,1996,http://images.amazon.com/images/P/8420646067.01.THUMBZZZ.jpg,17.0,2.2941176470588234
"Abandoned Prayers: The Shocking True Story of Obsession, Murder and \Little Boy Blue\""""",Gregg Olsen,0445210761,1990,http://images.amazon.com/images/P/0445210761.01.THUMBZZZ.jpg,10.0,3.0
New Orleans Legacy,Alexandra Ripley,0446342106,1988,http://images.amazon.com/images/P/0446342106.01.THUMBZZZ.jpg,22.0,1.4545454545454546
Visitors (Buffy the Vampire Slayer),Laura Anne Gilman,0671026283,1999,http://images.amazon.com/images/P/0671026283.01.THUMBZZZ.jpg,12.0,2.25
The Airship: The World of Teddy Ruxpin,Ken Forsse,0934323003,1985,http://images.amazon.com/images/P/0934323003.01.THUMBZZZ.jpg,8.0,0.625
Elves Don't Wear Hard Hats (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,0590226371,1995,http://images.amazon.com/images/P/0590226371.01.THUMBZZZ.jpg,11.0,2.5454545454545454
"Rainbow Abyss (Sun-Cross, Book 1)",Barbara Hambly,0345371011,1991,http://images.amazon.com/images/P/0345371011.01.THUMBZZZ.jpg,9.0,3.3333333333333335
"The Silent Tower (Windrose Chronicles, Book 1)",Barbara Hambly,0345337646,1995,http://images.amazon.com/images/P/0345337646.01.THUMBZZZ.jpg,19.0,1.8421052631578947
The Grey King (The Dark is Rising Sequence),Cooper Susan,0590433172,1990,http://images.amazon.com/images/P/0590433172.01.THUMBZZZ.jpg,13.0,4.615384615384615
"The Cat Who'll Live Forever : The Final Adventures of Norton, the Perfect Cat, and His Imperfect Human",PETER GETHERS,0767906373,2001,http://images.amazon.com/images/P/0767906373.01.THUMBZZZ.jpg,8.0,1.125
M.Y.T.H. Inc. Link,Robert Asprin,0441552773,1991,http://images.amazon.com/images/P/0441552773.01.THUMBZZZ.jpg,10.0,4.3
The Many-Colored Land,Julian May,0345324447,1994,http://images.amazon.com/images/P/0345324447.01.THUMBZZZ.jpg,9.0,3.4444444444444446
Lady Slings the Booze,Spider Robinson,0441469299,1993,http://images.amazon.com/images/P/0441469299.01.THUMBZZZ.jpg,9.0,3.6666666666666665
Grover Takes Care of Baby (Sesame Street),Golden Books,0307109100,1987,http://images.amazon.com/images/P/0307109100.01.THUMBZZZ.jpg,8.0,1.25
"Swim With the Sharks: Without Being Eaten Alive : Outsell, Outmanage, Outmotivate, and Outnegotiate Your Competition",Harvey Mackay,0804104263,1995,http://images.amazon.com/images/P/0804104263.01.THUMBZZZ.jpg,18.0,2.2222222222222223
"Lisa, Bright and Dark: A Novel (Novel)",John Neufeld,0141304340,1999,http://images.amazon.com/images/P/0141304340.01.THUMBZZZ.jpg,12.0,2.5833333333333335
Just Killing Time,Derek Van Arman,0451175824,1993,http://images.amazon.com/images/P/0451175824.01.THUMBZZZ.jpg,15.0,2.2
Guests of the Emperor,Janice Young Brooks,0345361989,1992,http://images.amazon.com/images/P/0345361989.01.THUMBZZZ.jpg,8.0,2.25
"Mackintosh Bride (Harlequin Historical Series, No. 576)",Debra Brown,0373291760,2001,http://images.amazon.com/images/P/0373291760.01.THUMBZZZ.jpg,9.0,1.4444444444444444
"Sleeping Beauty (Harlequin Historical Series, No. 578)",Jacqueline Navin,0373291787,2001,http://images.amazon.com/images/P/0373291787.01.THUMBZZZ.jpg,9.0,1.0
It (R),Stephen King,0451159276,1987,http://images.amazon.com/images/P/0451159276.01.THUMBZZZ.jpg,22.0,1.9545454545454546
Walden Two (Trade Book),B. F. Skinner,002411510X,1976,http://images.amazon.com/images/P/002411510X.01.THUMBZZZ.jpg,13.0,4.461538461538462
"I Hate You, Don't Leave Me : Understanding the Borderline Personality",Jerold J. Kreisman,0380713055,1991,http://images.amazon.com/images/P/0380713055.01.THUMBZZZ.jpg,12.0,1.4166666666666667
Spock's World (Star Trek: The Original Series),Diane Duane,0671667734,1989,http://images.amazon.com/images/P/0671667734.01.THUMBZZZ.jpg,11.0,1.5454545454545454
Just a Rainy Day (Golden Little Look-Look Book),MERCER MAYER,0307116824,1999,http://images.amazon.com/images/P/0307116824.01.THUMBZZZ.jpg,12.0,3.5833333333333335
Curse of the Mistwraith (Wars of Light &amp; Shadow),Janny Wurts,0451454162,1994,http://images.amazon.com/images/P/0451454162.01.THUMBZZZ.jpg,9.0,1.2222222222222223
MAGICIAN : MASTER,RAYMOND FEIST,0553267612,1993,http://images.amazon.com/images/P/0553267612.01.THUMBZZZ.jpg,9.0,3.7777777777777777
My Mother's Keeper,B.D. Hyman,0425087778,1986,http://images.amazon.com/images/P/0425087778.01.THUMBZZZ.jpg,12.0,0.5833333333333334
The Disappearance of Lyndsey Barratt,John Wilson,0061097713,1998,http://images.amazon.com/images/P/0061097713.01.THUMBZZZ.jpg,9.0,0.8888888888888888
Claudia and the Sad Good-Bye (Baby-Sitters Club (Paperback)),Ann M. Martin,059042503X,1989,http://images.amazon.com/images/P/059042503X.01.THUMBZZZ.jpg,11.0,0.6363636363636364
"Junie B. Jones and  Some Sneaky Peeky Spying (Junie B. Jones 4, paper)",Barbara Park,0679851011,1994,http://images.amazon.com/images/P/0679851011.01.THUMBZZZ.jpg,11.0,4.545454545454546
Christmas Carol: And Other Christmas Stories (Signet Classic),Charles Dickens,0451522834,1994,http://images.amazon.com/images/P/0451522834.01.THUMBZZZ.jpg,10.0,5.4
Lammas Night,Katherine Kurtz,0345295161,1988,http://images.amazon.com/images/P/0345295161.01.THUMBZZZ.jpg,10.0,1.7
The Quest for Saint Camber (Quest for Saint Camber),Katherine Kurtz,0345300998,1987,http://images.amazon.com/images/P/0345300998.01.THUMBZZZ.jpg,12.0,3.3333333333333335
The King's Justice (Histories of King Kelson),Katherine Kurtz,0345331966,1986,http://images.amazon.com/images/P/0345331966.01.THUMBZZZ.jpg,8.0,4.5
Bishops Heir Kelson 1 (Histories of King Kelson),Katherine Kurtz,0345300971,1985,http://images.amazon.com/images/P/0345300971.01.THUMBZZZ.jpg,10.0,3.3
"Sea of Silver Light (Otherland, Book 4)",Tad Williams,0756400309,2002,http://images.amazon.com/images/P/0756400309.01.THUMBZZZ.jpg,13.0,3.076923076923077
Midshipman's Hope (Traveller's Bookshelf),David Feintuch,0446600962,1994,http://images.amazon.com/images/P/0446600962.01.THUMBZZZ.jpg,9.0,4.555555555555555
A 3: Sign of the Unicorn (Amber Novels (Paperback)),Roger Zelazny,0380008319,1999,http://images.amazon.com/images/P/0380008319.01.THUMBZZZ.jpg,12.0,2.8333333333333335
The Deer Leap,Martha Grimes,0440119383,1990,http://images.amazon.com/images/P/0440119383.01.THUMBZZZ.jpg,17.0,0.8235294117647058
Myth-Nomers and Im-Pervections (Myth-Nomers &amp; Im-Pervections),Robert Asprin,044155279X,1991,http://images.amazon.com/images/P/044155279X.01.THUMBZZZ.jpg,19.0,2.6315789473684212
Myth Conceptions (Myth Books),Robert Asprin,0441555217,1996,http://images.amazon.com/images/P/0441555217.01.THUMBZZZ.jpg,9.0,4.555555555555555
Out of Phaze (Apprentice Adept (Paperback)),Piers Anthony,0441644651,1994,http://images.amazon.com/images/P/0441644651.01.THUMBZZZ.jpg,15.0,2.6
Little Myth Marker,Robert Asprin,0441484999,1988,http://images.amazon.com/images/P/0441484999.01.THUMBZZZ.jpg,17.0,2.235294117647059
Myth Directions (Myth Books),Robert Asprin,0441555292,1988,http://images.amazon.com/images/P/0441555292.01.THUMBZZZ.jpg,10.0,3.3
"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, Book 3)",Tad Williams,0886776066,1994,http://images.amazon.com/images/P/0886776066.01.THUMBZZZ.jpg,16.0,4.3125
"Mountain of Black Glass (Otherland, Volume 3)",Tad Williams,0886779065,2000,http://images.amazon.com/images/P/0886779065.01.THUMBZZZ.jpg,14.0,1.4285714285714286
Mortalis (DemonWars),R.A. SALVATORE,0345430425,2001,http://images.amazon.com/images/P/0345430425.01.THUMBZZZ.jpg,10.0,1.5
Call to Arms (Corps (Paperback)),W. E. B. Griffin,0515093491,1995,http://images.amazon.com/images/P/0515093491.01.THUMBZZZ.jpg,19.0,1.263157894736842
Mars &amp; Venus Starting Over,John Gray,0061098388,1999,http://images.amazon.com/images/P/0061098388.01.THUMBZZZ.jpg,8.0,1.5
The Power That Preserves,Stephen R. Donaldson,0345296583,1981,http://images.amazon.com/images/P/0345296583.01.THUMBZZZ.jpg,12.0,1.9166666666666667
Wounded Land Covenant 1 (Wounded Land),Stephen R Donaldson,0345278313,1987,http://images.amazon.com/images/P/0345278313.01.THUMBZZZ.jpg,19.0,2.3157894736842106
"Stone of Farewell (Memory, Sorrow, and Thorn, Book 2)",Tad Williams,0886774802,1994,http://images.amazon.com/images/P/0886774802.01.THUMBZZZ.jpg,25.0,3.76
Magician : Master (Bantam Spectra Book),Raymond E. Feist,0553256467,1986,http://images.amazon.com/images/P/0553256467.01.THUMBZZZ.jpg,8.0,4.875
Servant of the Empire,RAYMOND FEIST,0553292455,1997,http://images.amazon.com/images/P/0553292455.01.THUMBZZZ.jpg,13.0,2.8461538461538463
Twilight of Heroes,Ralph Peters,0380788985,1997,http://images.amazon.com/images/P/0380788985.01.THUMBZZZ.jpg,8.0,0.0
"Powershift: Knowledge, Wealth, and Violence at the Edge of the 21st Century",Alvin Toffler,0553292153,1991,http://images.amazon.com/images/P/0553292153.01.THUMBZZZ.jpg,12.0,1.0833333333333333
Another Monster at the End of This Book (Sesame Street),Jon Stone,0307987698,1996,http://images.amazon.com/images/P/0307987698.01.THUMBZZZ.jpg,9.0,2.0
Ordinary Love and Good Will,Jane Smiley,0804107149,1991,http://images.amazon.com/images/P/0804107149.01.THUMBZZZ.jpg,15.0,3.7333333333333334
"The Lost King (Star of the Guardians, Vol 1)",Margaret Weis,0553286005,1996,http://images.amazon.com/images/P/0553286005.01.THUMBZZZ.jpg,21.0,1.3333333333333333
Night of the Mary Kay Commandos Featuring Smell O-Toons,Berke Breathed,0316107387,1989,http://images.amazon.com/images/P/0316107387.01.THUMBZZZ.jpg,23.0,5.434782608695652
Emperor Mage (Immortals (Paperback)),TAMORA PIERCE,0679882901,1997,http://images.amazon.com/images/P/0679882901.01.THUMBZZZ.jpg,9.0,4.888888888888889
Miss Julia Speaks Her Mind: A Novel,Ann B. Ross,0688167888,1999,http://images.amazon.com/images/P/0688167888.01.THUMBZZZ.jpg,18.0,5.777777777777778
Into The Fire,Anne Stuart,1551666944,2003,http://images.amazon.com/images/P/1551666944.01.THUMBZZZ.jpg,18.0,2.0
Crashing the Party: How to Tell the Truth and Still Run for President,Ralph Nader,0312284330,2001,http://images.amazon.com/images/P/0312284330.01.THUMBZZZ.jpg,9.0,4.111111111111111
The Yada Yada Prayer Group,Neta Jackson,1591450748,2003,http://images.amazon.com/images/P/1591450748.01.THUMBZZZ.jpg,11.0,1.9090909090909092
Three Men in a Boat: To Say Nothing of the Dog!,Jerome Klapka Jerome,0140012133,1978,http://images.amazon.com/images/P/0140012133.01.THUMBZZZ.jpg,23.0,4.826086956521739
The Tribe of the Tiger:Cats and Their Culture,Elizabeth M. Thomas,0671799657,1994,http://images.amazon.com/images/P/0671799657.01.THUMBZZZ.jpg,16.0,1.6875
Help Me! I'm Depressed (Help Me),Joyce Meyer,1577940407,1998,http://images.amazon.com/images/P/1577940407.01.THUMBZZZ.jpg,8.0,1.0
The Plot Thickens,Mary Higgins Clark,0671015575,1997,http://images.amazon.com/images/P/0671015575.01.THUMBZZZ.jpg,18.0,4.277777777777778
The Portland Laugher (Thomas Black Mysteries),Earl Emerson,0345397827,1995,http://images.amazon.com/images/P/0345397827.01.THUMBZZZ.jpg,8.0,1.5
A Rumor of War,Philip Caputo,080504695X,1996,http://images.amazon.com/images/P/080504695X.01.THUMBZZZ.jpg,9.0,6.888888888888889
"Martin and the Tooth Fairy (School Friends, No 3)",Bernice Chardiet,0590433059,1991,http://images.amazon.com/images/P/0590433059.01.THUMBZZZ.jpg,8.0,1.75
Leprechauns (Hallmark Entertainment Books),Craig Shaw Gardner,1575665352,1999,http://images.amazon.com/images/P/1575665352.01.THUMBZZZ.jpg,12.0,2.9166666666666665
Fat Chance (Red Dress Ink (Hardcover)),Deborah Blumenthal,0373250509,2004,http://images.amazon.com/images/P/0373250509.01.THUMBZZZ.jpg,8.0,3.875
I Saw You First,Cindy Blake,0671016008,1999,http://images.amazon.com/images/P/0671016008.01.THUMBZZZ.jpg,9.0,0.6666666666666666
Le Disque Monde: La Huitieme Couleur,T. Pratchett,226611140X,1997,http://images.amazon.com/images/P/226611140X.01.THUMBZZZ.jpg,8.0,3.5
Lovers &amp; Gamblers,Jackie Collins,0446356603,1991,http://images.amazon.com/images/P/0446356603.01.THUMBZZZ.jpg,14.0,3.7142857142857144
After The Music,Diana Palmer,1551664526,1998,http://images.amazon.com/images/P/1551664526.01.THUMBZZZ.jpg,10.0,1.7
Tender Malice,Catherine Lanigan,1551664208,1998,http://images.amazon.com/images/P/1551664208.01.THUMBZZZ.jpg,13.0,1.8461538461538463
Suspicion,Christiane Heggan,1551663058,1997,http://images.amazon.com/images/P/1551663058.01.THUMBZZZ.jpg,16.0,0.8125
Endlich Nichtraucher.,Allen Carr,3442136644,1992,http://images.amazon.com/images/P/3442136644.01.THUMBZZZ.jpg,12.0,2.0833333333333335
Bewohnte Frau. Roman.,Gioconda Belli,3423113456,1991,http://images.amazon.com/images/P/3423113456.01.THUMBZZZ.jpg,8.0,6.625
Herzflimmern. Roman.,Barbara Wood,359628368X,1990,http://images.amazon.com/images/P/359628368X.01.THUMBZZZ.jpg,8.0,4.125
Kaltgestellt.,Colin Forbes,3453211014,2002,http://images.amazon.com/images/P/3453211014.01.THUMBZZZ.jpg,8.0,2.5
"Puppenmord (Fiction, Poetry and Drama)",Sharpe,3548202020,0,http://images.amazon.com/images/P/3548202020.01.THUMBZZZ.jpg,11.0,4.363636363636363
Stanislaski Sisters (Harlequin by Request),Nora Roberts,0373201346,1997,http://images.amazon.com/images/P/0373201346.01.THUMBZZZ.jpg,15.0,3.2
Hexenstunde.,Anne Rice,344243193X,1995,http://images.amazon.com/images/P/344243193X.01.THUMBZZZ.jpg,8.0,4.75
Holocaust,Gerald Green,0553118773,1978,http://images.amazon.com/images/P/0553118773.01.THUMBZZZ.jpg,10.0,1.3
Rat Race,Dick Francis,0449221121,1993,http://images.amazon.com/images/P/0449221121.01.THUMBZZZ.jpg,13.0,3.230769230769231
The Soldier Spies (Men at War (Paperback Jove)),W. E. B. Griffin,0515128023,2000,http://images.amazon.com/images/P/0515128023.01.THUMBZZZ.jpg,24.0,1.875
GermLine,Nelson Erlick,0765340313,2003,http://images.amazon.com/images/P/0765340313.01.THUMBZZZ.jpg,11.0,4.363636363636363
Feuer und Stein.,Diana Gabaldon,3442437725,1997,http://images.amazon.com/images/P/3442437725.01.THUMBZZZ.jpg,11.0,4.0
Absolute Rage,Robert K. Tanenbaum,0743403452,2003,http://images.amazon.com/images/P/0743403452.01.THUMBZZZ.jpg,22.0,2.1818181818181817
Meditation: A Simple Eight Point Program for Translating Spiritual Ideals into Daily Life,Eknath Easwaran,0915132664,1991,http://images.amazon.com/images/P/0915132664.01.THUMBZZZ.jpg,8.0,2.5
Der Klient.,John Grisham,345308909X,1995,http://images.amazon.com/images/P/345308909X.01.THUMBZZZ.jpg,9.0,4.222222222222222
How to Trap a Tycoon (Avon Light Contemporary Romances),Elizabeth Bevarly,0380810484,2000,http://images.amazon.com/images/P/0380810484.01.THUMBZZZ.jpg,14.0,2.2142857142857144
Last Chance,Jill Marie Landis,0515117609,1995,http://images.amazon.com/images/P/0515117609.01.THUMBZZZ.jpg,12.0,0.0
"Miami, It's Murder : A Britt Montero Novel (Britt Montero Mysteries)",Edna Buchanan,0380722615,1995,http://images.amazon.com/images/P/0380722615.01.THUMBZZZ.jpg,16.0,1.375
Sieben.,Mark Frost,3453093038,1996,http://images.amazon.com/images/P/3453093038.01.THUMBZZZ.jpg,8.0,0.625
Body Language (A Thorn Mystery),James W. Hall,0312969120,1999,http://images.amazon.com/images/P/0312969120.01.THUMBZZZ.jpg,21.0,1.8095238095238095
The Christ Conspiracy: The Greatest Story Ever Sold,Acharya S,0932813747,1999,http://images.amazon.com/images/P/0932813747.01.THUMBZZZ.jpg,9.0,0.8888888888888888
Sara.,Stephen King,3453160819,1999,http://images.amazon.com/images/P/3453160819.01.THUMBZZZ.jpg,8.0,3.0
"Pendragon : Book Four of the Pendragon Cycle (Pendragon Cycle, No 4)",Stephen R. Lawhead,0380717573,1995,http://images.amazon.com/images/P/0380717573.01.THUMBZZZ.jpg,12.0,1.75
Dolores.,Stephen King,3453074971,1994,http://images.amazon.com/images/P/3453074971.01.THUMBZZZ.jpg,8.0,3.875
Der dunkle Turm 4. Glas. Der Dunkle Turm.,Stephen King,3453147596,1999,http://images.amazon.com/images/P/3453147596.01.THUMBZZZ.jpg,9.0,3.3333333333333335
The Day Before Midnight,Stephen Hunter,0553282352,1993,http://images.amazon.com/images/P/0553282352.01.THUMBZZZ.jpg,23.0,0.34782608695652173
Milk and Honey (Decker and Lazarus Series),Faye Kellerman,0449003132,1998,http://images.amazon.com/images/P/0449003132.01.THUMBZZZ.jpg,26.0,3.0
Der Schatten des Windes.,Carlos Ruiz Zafon,3458171703,2003,http://images.amazon.com/images/P/3458171703.01.THUMBZZZ.jpg,23.0,2.9565217391304346
LA Premiere Gorgee De Biere Et Autres Plaisirs Minuscules (L'arpenteur),Philippe Delerm,2070744833,1997,http://images.amazon.com/images/P/2070744833.01.THUMBZZZ.jpg,15.0,4.8
Silicon Snake Oil: Second Thoughts on the Information Highway,Clifford Stoll,0385419945,1996,http://images.amazon.com/images/P/0385419945.01.THUMBZZZ.jpg,8.0,2.875
The October Country,Ray Bradbury,034532448X,1993,http://images.amazon.com/images/P/034532448X.01.THUMBZZZ.jpg,9.0,3.2222222222222223
Enid Blyton (Pocket Biographies),George Greenfield,0750916338,1998,http://images.amazon.com/images/P/0750916338.01.THUMBZZZ.jpg,11.0,1.1818181818181819
Ordinary People As Monks and Mystics: Lifestyles for Self-Discovery,Marsha Sinetar,0809127733,1986,http://images.amazon.com/images/P/0809127733.01.THUMBZZZ.jpg,9.0,1.5555555555555556
Why Can't a Man Be More Like a Cat?,Linda Konner,0440505828,1996,http://images.amazon.com/images/P/0440505828.01.THUMBZZZ.jpg,15.0,3.2
The Worst Witch Strikes Again (Young Puffin Books),Jill Murphy,0140313486,1991,http://images.amazon.com/images/P/0140313486.01.THUMBZZZ.jpg,10.0,3.4
The Art of Deception: Controlling the Human Element of Security,Kevin D.  Mitnick,0471237124,2002,http://images.amazon.com/images/P/0471237124.01.THUMBZZZ.jpg,9.0,4.777777777777778
Andorra,Max Frisch,3518367773,0,http://images.amazon.com/images/P/3518367773.01.THUMBZZZ.jpg,11.0,3.909090909090909
"Endlich Nichtleser: Die beste Methode, mit dem Lesen fÃ¼r immer aufzuhÃ¶ren (Suhrkamp Taschenbuch)",Gion Mathias Cavelty,3518396315,2000,http://images.amazon.com/images/P/3518396315.01.THUMBZZZ.jpg,14.0,4.785714285714286
Die Stadt der Blinden.,Jose Saramago,3499224674,1999,http://images.amazon.com/images/P/3499224674.01.THUMBZZZ.jpg,8.0,5.875
Der Schamane,Gordon Noah,3426630583,1992,http://images.amazon.com/images/P/3426630583.01.THUMBZZZ.jpg,11.0,3.6363636363636362
Grand Cahier,Agota Kristof,2020239264,0,http://images.amazon.com/images/P/2020239264.01.THUMBZZZ.jpg,9.0,6.0
The First Billion,CHRISTOPHER REICH,0440234697,2003,http://images.amazon.com/images/P/0440234697.01.THUMBZZZ.jpg,16.0,3.375
Infinite Jest : A Novel,David Foster Wallace,0316920045,1996,http://images.amazon.com/images/P/0316920045.01.THUMBZZZ.jpg,14.0,1.2857142857142858
Servant of the Shard (Paths of Darkness),R. A. Salvatore,0786918780,2001,http://images.amazon.com/images/P/0786918780.01.THUMBZZZ.jpg,12.0,3.3333333333333335
Lor La Merveilleuse Histoire Du General,Blaise Cendrars,2070363317,0,http://images.amazon.com/images/P/2070363317.01.THUMBZZZ.jpg,12.0,4.0
In the Land of Dreamy Dreams,Ellen Gilchrist,0316313068,1985,http://images.amazon.com/images/P/0316313068.01.THUMBZZZ.jpg,10.0,5.3
Our Game,John Le Carre,0345400003,1996,http://images.amazon.com/images/P/0345400003.01.THUMBZZZ.jpg,27.0,1.1851851851851851
Death of Sleep,Anne McCaffrey,0671698842,1990,http://images.amazon.com/images/P/0671698842.01.THUMBZZZ.jpg,14.0,2.7857142857142856
What Was She Thinking?: Notes on a Scandal: A Novel,Zoe Heller,0805073337,2003,http://images.amazon.com/images/P/0805073337.01.THUMBZZZ.jpg,17.0,3.7058823529411766
Complete Sonnets (Dover Thrift Editions),William Shakespeare,0486266869,1991,http://images.amazon.com/images/P/0486266869.01.THUMBZZZ.jpg,10.0,2.5
Burglars Can't Be Choosers,Lawrence Block,0060582553,2004,http://images.amazon.com/images/P/0060582553.01.THUMBZZZ.jpg,15.0,3.2
Elmer Gantry (Signet Classics (Paperback)),Sinclair Lewis,0451522516,1978,http://images.amazon.com/images/P/0451522516.01.THUMBZZZ.jpg,10.0,2.9
University,Bentley Little,0451183908,1995,http://images.amazon.com/images/P/0451183908.01.THUMBZZZ.jpg,12.0,1.5
Blackstone Chronicles,John Saul,1568654073,1997,http://images.amazon.com/images/P/1568654073.01.THUMBZZZ.jpg,14.0,1.6428571428571428
The Mailman,Bentley Little,0451402375,1991,http://images.amazon.com/images/P/0451402375.01.THUMBZZZ.jpg,8.0,3.125
"Amour, Prozac, et autres curiositÃ?Â©s",Lucia Etxebarria,2264031158,2000,http://images.amazon.com/images/P/2264031158.01.THUMBZZZ.jpg,11.0,2.909090909090909
"Grow Younger, Live Longer: 10 Steps to Reverse Aging",David Simon,0609600796,2001,http://images.amazon.com/images/P/0609600796.01.THUMBZZZ.jpg,9.0,2.2222222222222223
The Night Class,Tom Piccirilli,0843951257,2002,http://images.amazon.com/images/P/0843951257.01.THUMBZZZ.jpg,10.0,0.8
Flint,Paul Eddy,0451409957,2001,http://images.amazon.com/images/P/0451409957.01.THUMBZZZ.jpg,19.0,2.1578947368421053
And So It Goes: Adventures in Television,Linda Ellerbee,0425102378,1991,http://images.amazon.com/images/P/0425102378.01.THUMBZZZ.jpg,13.0,4.153846153846154
Monstrosity,Edward Lee,0843950757,2003,http://images.amazon.com/images/P/0843950757.01.THUMBZZZ.jpg,15.0,2.8
"Windows on a Lost World (Star Trek, Book 65)",V.E. Mitchell,0671795120,1993,http://images.amazon.com/images/P/0671795120.01.THUMBZZZ.jpg,8.0,1.5
"Fallen Heroes (Star Trek Deep Space Nine, No 5)",Dafydd ab Hugh,067188459X,1994,http://images.amazon.com/images/P/067188459X.01.THUMBZZZ.jpg,10.0,1.1
High Spirits,Robertson Davies,0140065059,1991,http://images.amazon.com/images/P/0140065059.01.THUMBZZZ.jpg,14.0,2.2857142857142856
"First Frontier (Star Trek, Book 75)",Diane Carey,0671520458,1995,http://images.amazon.com/images/P/0671520458.01.THUMBZZZ.jpg,11.0,2.3636363636363638
"Ghost Ship (Star Trek The Next Generation, No 1)",Diane Carey,0671746081,1991,http://images.amazon.com/images/P/0671746081.01.THUMBZZZ.jpg,12.0,1.9166666666666667
"War Drums (Star Trek The Next Generation, No 23)",John Vornholt,0671792369,1992,http://images.amazon.com/images/P/0671792369.01.THUMBZZZ.jpg,14.0,0.7857142857142857
SHADOWS ON THE SUN: STAR TREK (Star Trek),Michael Jan Friedman,0671869094,1993,http://images.amazon.com/images/P/0671869094.01.THUMBZZZ.jpg,15.0,1.2
Death at Epsom Downs,Robin Paige,042518384X,2002,http://images.amazon.com/images/P/042518384X.01.THUMBZZZ.jpg,13.0,1.3076923076923077
Music Room: A Novel,Dennis McFarland,0380714566,1991,http://images.amazon.com/images/P/0380714566.01.THUMBZZZ.jpg,11.0,0.8181818181818182
Alone with the Dead (Joe Keough Mysteries (Paperback)),Robert J. Randisi,0843946415,1999,http://images.amazon.com/images/P/0843946415.01.THUMBZZZ.jpg,10.0,0.4
Always Dakota,Debbie Macomber,1551668009,2001,http://images.amazon.com/images/P/1551668009.01.THUMBZZZ.jpg,29.0,1.7241379310344827
Prairie Moon,Maggie Osborne,0804119902,2002,http://images.amazon.com/images/P/0804119902.01.THUMBZZZ.jpg,9.0,4.555555555555555
"The Yogi Book: \I Really Didn't Say Everything I Said\""""",Yogi Berra,0761110909,1998,http://images.amazon.com/images/P/0761110909.01.THUMBZZZ.jpg,9.0,5.444444444444445
Love in Another Town,Barbara Taylor Bradford,0060176806,1995,http://images.amazon.com/images/P/0060176806.01.THUMBZZZ.jpg,43.0,1.930232558139535
"The Pretender (Animorphs, 23)",K. A. Applegate,0590762567,1998,http://images.amazon.com/images/P/0590762567.01.THUMBZZZ.jpg,12.0,2.0833333333333335
"The Lion King: The Pal Patrol (Disney's \Storytime Treasures\"" Library, Volume 1)""",Inc. Staff Disney Enterprises,1885222971,1997,http://images.amazon.com/images/P/1885222971.01.THUMBZZZ.jpg,10.0,0.5
Come a Stranger,Cynthia Voight,0449702464,1987,http://images.amazon.com/images/P/0449702464.01.THUMBZZZ.jpg,8.0,1.625
Marinade for Murder (Hemlock Falls Mysteries),Claudia Bishop,0425176118,2000,http://images.amazon.com/images/P/0425176118.01.THUMBZZZ.jpg,13.0,0.5384615384615384
Anne of Green Gables (Complete and Unabridged Classics),L.M. Montgomery,0816704651,1985,http://images.amazon.com/images/P/0816704651.01.THUMBZZZ.jpg,10.0,2.0
I'm Only One Man!,Regis Philbin,0786861541,1995,http://images.amazon.com/images/P/0786861541.01.THUMBZZZ.jpg,14.0,4.285714285714286
"The Decision (Animorphs, No. 18)",Katherine Applegate,0590494414,1998,http://images.amazon.com/images/P/0590494414.01.THUMBZZZ.jpg,8.0,2.5
"The Departure (Animorphs, vol. 19)",Katherine Applegate,0590494511,1998,http://images.amazon.com/images/P/0590494511.01.THUMBZZZ.jpg,9.0,1.0
The Exposed (Animorphs #27),K. A. Applegate,0590762605,1999,http://images.amazon.com/images/P/0590762605.01.THUMBZZZ.jpg,8.0,1.125
Mundo Feliz (Ave Fenix),Aldous Huxley,840142321X,1998,http://images.amazon.com/images/P/840142321X.01.THUMBZZZ.jpg,10.0,4.2
The Elegant Gathering of White Snows,KRIS RADISH,0553382411,2003,http://images.amazon.com/images/P/0553382411.01.THUMBZZZ.jpg,27.0,3.4814814814814814
